0.0,1.0,0.0,1
0.0,1.0,0.0,2
0.0,1.0,0.01,3
0.0,1.0,0.01,4
0.0,1.0,0.02,5
0.0,1.0,0.03,6
0.0,1.0,0.05,7
0.0,1.0,0.07,8
0.0,1.0,0.1,9
0.05,1.0,0.0,10
0.05,1.0,0.0,11
0.05,1.0,0.01,12
0.05,1.0,0.01,13
0.05,1.0,0.02,14
0.05,1.0,0.03,15
0.05,1.0,0.05,16
0.05,1.0,0.07,17
0.05,1.0,0.1,18
0.1,1.0,0.0,19
0.1,1.0,0.0,20
0.1,1.0,0.01,21
0.1,1.0,0.01,22
0.1,1.0,0.02,23
0.1,1.0,0.03,24
0.1,1.0,0.05,25
0.1,1.0,0.07,26
0.1,1.0,0.1,27
0.15,1.0,0.0,28
0.15,1.0,0.0,29
0.15,1.0,0.01,30
0.15,1.0,0.01,31
0.15,1.0,0.02,32
0.15,1.0,0.03,33
0.15,1.0,0.05,34
0.15,1.0,0.07,35
0.15,1.0,0.1,36
0.2,1.0,0.0,37
0.2,1.0,0.0,38
0.2,1.0,0.01,39
0.2,1.0,0.01,40
0.2,1.0,0.02,41
0.2,1.0,0.03,42
0.2,1.0,0.05,43
0.2,1.0,0.07,44
0.2,1.0,0.1,45
0.25,1.0,0.0,46
0.25,1.0,0.0,47
0.25,1.0,0.01,48
0.25,1.0,0.01,49
0.25,1.0,0.02,50
0.25,1.0,0.03,51
0.25,1.0,0.05,52
0.25,1.0,0.07,53
0.25,1.0,0.1,54
0.3,1.0,0.0,55
0.3,1.0,0.0,56
0.3,1.0,0.01,57
0.3,1.0,0.01,58
0.3,1.0,0.02,59
0.3,1.0,0.03,60
0.3,1.0,0.05,61
0.3,1.0,0.07,62
0.3,1.0,0.1,63
0.35,1.0,0.0,64
0.35,1.0,0.0,65
0.35,1.0,0.01,66
0.35,1.0,0.01,67
0.35,1.0,0.02,68
0.35,1.0,0.03,69
0.35,1.0,0.05,70
0.35,1.0,0.07,71
0.35,1.0,0.1,72
0.4,1.0,0.0,73
0.4,1.0,0.0,74
0.4,1.0,0.01,75
0.4,1.0,0.01,76
0.4,1.0,0.02,77
0.4,1.0,0.03,78
0.4,1.0,0.05,79
0.4,1.0,0.07,80
0.4,1.0,0.1,81
0.45,1.0,0.0,82
0.45,1.0,0.0,83
0.45,1.0,0.01,84
0.45,1.0,0.01,85
0.45,1.0,0.02,86
0.45,1.0,0.03,87
0.45,1.0,0.05,88
0.45,1.0,0.07,89
0.45,1.0,0.1,90
0.5,1.0,0.0,91
0.5,1.0,0.0,92
0.5,1.0,0.01,93
0.5,1.0,0.01,94
0.5,1.0,0.02,95
0.5,1.0,0.03,96
0.5,1.0,0.05,97
0.5,1.0,0.07,98
0.5,1.0,0.1,99
0.55,1.0,0.0,100
0.55,1.0,0.0,101
0.55,1.0,0.01,102
0.55,1.0,0.01,103
0.55,1.0,0.02,104
0.55,1.0,0.03,105
0.55,1.0,0.05,106
0.55,1.0,0.07,107
0.55,1.0,0.1,108
0.6,1.0,0.0,109
0.6,1.0,0.0,110
0.6,1.0,0.01,111
0.6,1.0,0.01,112
0.6,1.0,0.02,113
0.6,1.0,0.03,114
0.6,1.0,0.05,115
0.6,1.0,0.07,116
0.6,1.0,0.1,117
0.65,1.0,0.0,118
0.65,1.0,0.0,119
0.65,1.0,0.01,120
0.65,1.0,0.01,121
0.65,1.0,0.02,122
0.65,1.0,0.03,123
0.65,1.0,0.05,124
0.65,1.0,0.07,125
0.65,1.0,0.1,126
0.7,1.0,0.0,127
0.7,1.0,0.0,128
0.7,1.0,0.01,129
0.7,1.0,0.01,130
0.7,1.0,0.02,131
0.7,1.0,0.03,132
0.7,1.0,0.05,133
0.7,1.0,0.07,134
0.7,1.0,0.1,135
0.75,1.0,0.0,136
0.75,1.0,0.0,137
