weighting,perspectiveCost,prob
0.9500000000000003,0.075,0.050640538920941086
0.9000000000000002,0.075,0.050628790924663734
0.8500000000000002,0.075,0.05061377533278677
0.8000000000000002,0.075,0.050595123369656596
0.7500000000000001,0.075,0.050572410357835565
0.7000000000000001,0.075,0.05054513881941026
0.65,0.075,0.05051271488097001
0.6,0.075,0.05047441449578796
0.5499999999999999,0.075,0.05042933374485534
0.49999999999999994,0.075,0.0503763134370375
0.44999999999999996,0.075,0.05031382066133999
0.39999999999999997,0.075,0.050239755058145284
0.35,0.075,0.050151116537628895
0.3,0.075,0.05004340177320958
0.25,0.075,0.0499094277388526
0.2,0.075,0.04973682166445544
0.15000000000000002,0.075,0.04950198075805308
0.1,0.075,0.0491528241154705
0.05,0.075,0.048544203780350716
0,0.075,0.04701809362854904
