weighting,perspectiveCost,prob
0.9500000000000003,0.125,0.049456839129052604
0.9000000000000002,0.125,0.04956913379685232
0.8500000000000002,0.125,0.04967847354821625
0.8000000000000002,0.125,0.04978447199140494
0.7500000000000001,0.125,0.04988668383832277
0.7000000000000001,0.125,0.049984587479838305
0.65,0.125,0.05007756066618119
0.6,0.125,0.050164845708779084
0.5499999999999999,0.125,0.05024549830565927
0.49999999999999994,0.125,0.050318309939520946
0.44999999999999996,0.125,0.05038168602167187
0.39999999999999997,0.125,0.050433446659113125
0.35,0.125,0.05047048503015892
0.3,0.125,0.050488147048400045
0.25,0.125,0.050479022301378816
0.2,0.125,0.05043036479737744
0.15000000000000002,0.125,0.05031788681309689
0.1,0.125,0.050088038971768487
0.05,0.125,0.04959166292719358
0,0.125,0.04815285502601336
