weighting,perspectiveCost,alpha,uttCost,prob
0.9900000000000007,0,2,0.03,0.010948621296441136
0.9800000000000006,0,2,0.03,0.01093328766983913
0.9700000000000006,0,2,0.03,0.010917897066735474
0.9600000000000006,0,2,0.03,0.010902448140113517
0.9500000000000006,0,2,0.03,0.010886939515831143
0.9400000000000006,0,2,0.03,0.010871369791699415
0.9300000000000006,0,2,0.03,0.010855737536526367
0.9200000000000006,0,2,0.03,0.010840041289124006
0.9100000000000006,0,2,0.03,0.01082427955727691
0.9000000000000006,0,2,0.03,0.010808450816670437
0.8900000000000006,0,2,0.03,0.010792553509776646
0.8800000000000006,0,2,0.03,0.010776586044695741
0.8700000000000006,0,2,0.03,0.010760546793950847
0.8600000000000005,0,2,0.03,0.01074443409323382
0.8500000000000005,0,2,0.03,0.010728246240099472
0.8400000000000005,0,2,0.03,0.01071198149260576
0.8300000000000005,0,2,0.03,0.010695638067896945
0.8200000000000005,0,2,0.03,0.01067921414072689
0.8100000000000005,0,2,0.03,0.010662707841919358
0.8000000000000005,0,2,0.03,0.01064611725676188
0.7900000000000005,0,2,0.03,0.01062944042332978
0.7800000000000005,0,2,0.03,0.010612675330736487
0.7700000000000005,0,2,0.03,0.0105958199173062
0.7600000000000005,0,2,0.03,0.010578872068664683
0.7500000000000004,0,2,0.03,0.010561829615743574
0.7400000000000004,0,2,0.03,0.010544690332693504
0.7300000000000004,0,2,0.03,0.010527451934700834
0.7200000000000004,0,2,0.03,0.010510112075702502
0.7100000000000004,0,2,0.03,0.01049266834599333
0.7000000000000004,0,2,0.03,0.010475118269719324
0.6900000000000004,0,2,0.03,0.010457459302250484
0.6800000000000004,0,2,0.03,0.010439688827426009
0.6700000000000004,0,2,0.03,0.010421804154664227
0.6600000000000004,0,2,0.03,0.010403802515929168
0.6500000000000004,0,2,0.03,0.010385681062545128
0.6400000000000003,0,2,0.03,0.010367436861849764
0.6300000000000003,0,2,0.03,0.010349066893675861
0.6200000000000003,0,2,0.03,0.010330568046650954
0.6100000000000003,0,2,0.03,0.010311937114303218
