weighting,perspectiveCost,prob
0.9500000000000003,0.125,0.04826204361684981
0.9000000000000002,0.125,0.04856462597435436
0.8500000000000002,0.125,0.04886910539373635
0.8000000000000002,0.125,0.0491754937687618
0.7500000000000001,0.125,0.049483803067765605
0.7000000000000001,0.125,0.04979404533411894
0.65,0.125,0.050106232686699795
0.6,0.125,0.05042037732036632
0.5499999999999999,0.125,0.05073649150643319
0.49999999999999994,0.125,0.051054587593151034
0.44999999999999996,0.125,0.051374678006188675
0.39999999999999997,0.125,0.051696775249118566
0.35,0.125,0.05202089190390522
0.3,0.125,0.052347040631396655
0.25,0.125,0.05267523417181906
0.2,0.125,0.0506912033269812
0.15000000000000002,0.125,0.05100901547619706
0.1,0.125,0.046944514552198835
0.05,0.125,0.0472388365663655
0,0.125,0.04753500385359228
