weighting,perspectiveCost,prob
0.9500000000000003,0.15,0.047690375686831044
0.9000000000000002,0.15,0.04804939815582476
0.8500000000000002,0.15,0.04841112341613404
0.8000000000000002,0.15,0.04877557181490014
0.7500000000000001,0.15,0.04914276385244162
0.7000000000000001,0.15,0.04951272018340737
0.65,0.15,0.049885461617938595
0.6,0.15,0.05026100912283923
0.5499999999999999,0.15,0.05063938382275546
0.49999999999999994,0.15,0.051020607001363946
0.44999999999999996,0.15,0.051404700102568965
0.39999999999999997,0.15,0.05179168473170875
0.35,0.15,0.052181582656770746
0.3,0.15,0.05257441580961601
0.25,0.15,0.05297020628721299
0.2,0.15,0.05103882388840171
0.15000000000000002,0.15,0.051423054129892745
0.1,0.15,0.04738475571412565
0.05,0.15,0.0477414774162331
0,0.15,0.0481008845890333
