weighting,perspectiveCost,prob
0.9500000000000003,0.1,0.04883808815684358
0.9000000000000002,0.1,0.04908289009246302
0.8500000000000002,0.1,0.049328919102891174
0.8000000000000002,0.1,0.04957618133886612
0.7500000000000001,0.1,0.04982468298195665
0.7000000000000001,0.1,0.05007443024471675
0.65,0.1,0.05032542937084101
0.6,0.1,0.05057768663532066
0.5499999999999999,0.1,0.050831208344600476
0.49999999999999994,0.1,0.05108600083673634
0.44999999999999996,0.1,0.051342070481553856
0.39999999999999997,0.1,0.05159942368080748
0.35,0.1,0.051858066868340616
0.3,0.1,0.05211800651024638
0.25,0.1,0.05237924910502939
0.2,0.1,0.05034339804498776
0.15000000000000002,0.1,0.05059574537782139
0.1,0.1,0.046506005791081585
0.05,0.1,0.04673911811519681
0,0.1,0.04697339891969923
