weighting,perspectiveCost,prob
0.9500000000000003,0.025,0.051841877922130984
0.9000000000000002,0.025,0.05170043843496843
0.8500000000000002,0.025,0.05155605363056046
0.8000000000000002,0.025,0.05140837270633723
0.7500000000000001,0.025,0.05125699182183124
0.7000000000000001,0.025,0.05110143769849621
0.65,0.025,0.05094114471716657
0.6,0.025,0.0507754221217237
0.5499999999999999,0.025,0.050603405746774986
0.49999999999999994,0.025,0.05042398475519459
0.44999999999999996,0.025,0.050235686508623714
0.39999999999999997,0.025,0.05003648820964965
0.35,0.025,0.04982349375231208
0.3,0.025,0.049592346685369285
0.25,0.025,0.04933608567819399
0.2,0.025,0.04904270230005719
0.15000000000000002,0.025,0.04868926335768269
0.1,0.025,0.04822512548280439
0.05,0.025,0.04750907083542114
0,0.025,0.04590060763470176
