weighting,perspectiveCost,prob
0.9500000000000003,0.025,0.050592411735039436
0.9000000000000002,0.025,0.05065569179150392
0.8500000000000002,0.025,0.05071905099749716
0.8000000000000002,0.025,0.05078248945201788
0.7500000000000001,0.025,0.050846007254188724
0.7000000000000001,0.025,0.050909604503256226
0.65,0.025,0.05097328129859113
0.6,0.025,0.05103703773968845
0.5499999999999999,0.025,0.05110087392616759
0.49999999999999994,0.025,0.05116478995777267
0.44999999999999996,0.025,0.05122878593437244
0.39999999999999997,0.025,0.051292861955960674
0.35,0.025,0.051357018122656126
0.3,0.025,0.05142125453470287
0.25,0.025,0.051485571292470264
0.2,0.025,0.0492992360607856
0.15000000000000002,0.025,0.04936089863694271
0.1,0.025,0.04520115126321605
0.05,0.025,0.045257688030412996
0,0.025,0.045314295512756717
