weighting,perspectiveCost,prob
0.9500000000000003,0.2,0.04656019331906429
0.9000000000000002,0.2,0.04702813104139204
0.8500000000000002,0.2,0.047500771616014195
0.8000000000000002,0.2,0.047978162307382055
0.7500000000000001,0.2,0.048460350854962565
0.7000000000000001,0.2,0.048947385478012334
0.65,0.2,0.04943931488039956
0.6,0.2,0.04993618825547438
0.5499999999999999,0.2,0.050438055290988354
0.49999999999999994,0.2,0.050944966174063286
0.44999999999999996,0.2,0.05145697159620992
0.39999999999999997,0.2,0.05197412275839711
0.35,0.2,0.052496471376172076
0.3,0.2,0.05302406968483184
0.25,0.2,0.05355697044464698
0.2,0.2,0.05173336552403301
0.15000000000000002,0.2,0.05225329449137587
0.1,0.2,0.04827032164271955
0.05,0.2,0.048755446440435425
0,0.2,0.049245446823425
