weighting,perspectiveCost,prob
0.9500000000000003,0.175,0.047123090433326305
0.9000000000000002,0.175,0.04753722667841803
0.8500000000000002,0.175,0.047955002515648604
0.8000000000000002,0.175,0.0483764499311846
0.7500000000000001,0.175,0.04880160119229968
0.7000000000000001,0.175,0.049230488849844954
0.65,0.175,0.049663145740741196
0.6,0.175,0.05009960499049296
0.5499999999999999,0.175,0.050539900015724754
0.49999999999999994,0.175,0.050984064526739536
0.44999999999999996,0.175,0.05143213253009965
0.39999999999999997,0.175,0.05188413833123047
0.35,0.175,0.052340116537046955
0.3,0.175,0.05280010205860321
0.25,0.175,0.053264130113765434
0.2,0.175,0.05138622341067767
0.15000000000000002,0.175,0.05183782574441791
0.1,0.175,0.04782670097010047
0.05,0.175,0.048247020821212676
0,0.175,0.04867103460842449
