weighting,perspectiveCost,prob
0.9500000000000003,0.1,0.05004647954528353
0.9000000000000002,0.1,0.050097452056378854
0.8500000000000002,0.1,0.05014523643598332
0.8000000000000002,0.1,0.050189454760993554
0.7500000000000001,0.1,0.05022967172478457
0.7000000000000001,0.1,0.05026537747902847
0.65,0.1,0.050295963680482926
0.6,0.1,0.05032068920796562
0.5499999999999999,0.1,0.05033862973182659
0.49999999999999994,0.1,0.05034860122130726
0.44999999999999996,0.1,0.05034903980409314
0.39999999999999997,0.1,0.05033780530235737
0.35,0.1,0.05031184430640602
0.3,0.1,0.050266578298722574
0.25,0.1,0.050194710976244894
0.2,0.1,0.050083683775385905
0.15000000000000002,0.1,0.04990955306596352
0.1,0.1,0.04961950729306242
0.05,0.1,0.04906640307794412
0,0.1,0.04758331825578501
