weighting,perspectiveCost,alpha,uttCost,prob
0.9900000000000007,0,2,0.03,0.010609609674862458
0.9800000000000006,0,2,0.03,0.010609609674862458
0.9700000000000006,0,2,0.03,0.010609609674862458
0.9600000000000006,0,2,0.03,0.010609609674862458
0.9500000000000006,0,2,0.03,0.010609609674862458
0.9400000000000006,0,2,0.03,0.010609609674862458
0.9300000000000006,0,2,0.03,0.010609609674862458
0.9200000000000006,0,2,0.03,0.010609609674862458
0.9100000000000006,0,2,0.03,0.010609609674862458
0.9000000000000006,0,2,0.03,0.010609609674862458
0.8900000000000006,0,2,0.03,0.010609609674862458
0.8800000000000006,0,2,0.03,0.010609609674862458
0.8700000000000006,0,2,0.03,0.010609609674862458
0.8600000000000005,0,2,0.03,0.010609609674862458
0.8500000000000005,0,2,0.03,0.010609609674862458
0.8400000000000005,0,2,0.03,0.010609609674862458
0.8300000000000005,0,2,0.03,0.010609609674862458
0.8200000000000005,0,2,0.03,0.010609609674862458
0.8100000000000005,0,2,0.03,0.010609609674862458
0.8000000000000005,0,2,0.03,0.010609609674862458
0.7900000000000005,0,2,0.03,0.010609609674862458
0.7800000000000005,0,2,0.03,0.010609609674862458
0.7700000000000005,0,2,0.03,0.010609609674862458
0.7600000000000005,0,2,0.03,0.010609609674862458
0.7500000000000004,0,2,0.03,0.010609609674862458
0.7400000000000004,0,2,0.03,0.010609609674862458
0.7300000000000004,0,2,0.03,0.010609609674862458
0.7200000000000004,0,2,0.03,0.010609609674862458
0.7100000000000004,0,2,0.03,0.010172977499104743
0.7000000000000004,0,2,0.03,0.010172977499104743
0.6900000000000004,0,2,0.03,0.010172977499104743
0.6800000000000004,0,2,0.03,0.010172977499104743
0.6700000000000004,0,2,0.03,0.010172977499104743
0.6600000000000004,0,2,0.03,0.010172977499104743
0.6500000000000004,0,2,0.03,0.010172977499104743
0.6400000000000003,0,2,0.03,0.010172977499104743
0.6300000000000003,0,2,0.03,0.010172977499104743
0.6200000000000003,0,2,0.03,0.010172977499104743
0.6100000000000003,0,2,0.03,0.010172977499104743
0.6000000000000003,0,2,0.03,0.010172977499104743
0.5900000000000003,0,2,0.03,0.010172977499104743
0.5800000000000003,0,2,0.03,0.010172977499104743
0.5700000000000003,0,2,0.03,0.010172977499104743
0.5600000000000003,0,2,0.03,0.010172977499104743
0.5500000000000003,0,2,0.03,0.010172977499104743
0.5400000000000003,0,2,0.03,0.010172977499104743
0.5300000000000002,0,2,0.03,0.010172977499104743
0.5200000000000002,0,2,0.03,0.010172977499104743
0.5100000000000002,0,2,0.03,0.010172977499104743
0.5000000000000002,0,2,0.03,0.010172977499104743
0.49000000000000027,0,2,0.03,0.010172977499104743
0.48000000000000026,0,2,0.03,0.010172977499104743
0.47000000000000025,0,2,0.03,0.010172977499104743
0.46000000000000024,0,2,0.03,0.010172977499104743
0.45000000000000023,0,2,0.03,0.010172977499104743
0.4400000000000002,0,2,0.03,0.010172977499104743
0.4300000000000002,0,2,0.03,0.010172977499104743
0.4200000000000002,0,2,0.03,0.010172977499104743
0.4100000000000002,0,2,0.03,0.010172977499104743
0.4000000000000002,0,2,0.03,0.010172977499104743
0.3900000000000002,0,2,0.03,0.010172977499104743
0.38000000000000017,0,2,0.03,0.010172977499104743
0.37000000000000016,0,2,0.03,0.010172977499104743
0.36000000000000015,0,2,0.03,0.010172977499104743
0.35000000000000014,0,2,0.03,0.009352881642668917
0.34000000000000014,0,2,0.03,0.009352881642668917
0.3300000000000001,0,2,0.03,0.009352881642668917
0.3200000000000001,0,2,0.03,0.009352881642668917
0.3100000000000001,0,2,0.03,0.009352881642668917
0.3000000000000001,0,2,0.03,0.009352881642668917
0.2900000000000001,0,2,0.03,0.009352881642668917
0.2800000000000001,0,2,0.03,0.009352881642668917
0.2700000000000001,0,2,0.03,0.009352881642668917
0.26000000000000006,0,2,0.03,0.009352881642668917
0.25000000000000006,0,2,0.03,0.009352881642668917
0.24000000000000007,0,2,0.03,0.009352881642668917
0.23000000000000007,0,2,0.03,0.009352881642668917
0.22000000000000006,0,2,0.03,0.009352881642668917
0.21000000000000005,0,2,0.03,0.009352881642668917
0.20000000000000004,0,2,0.03,0.009352881642668917
0.19000000000000003,0,2,0.03,0.009352881642668917
0.18000000000000002,0,2,0.03,0.009352881642668917
0.17,0,2,0.03,0.009352881642668917
0.16,0,2,0.03,0.009352881642668917
0.15,0,2,0.03,0.009352881642668917
0.13999999999999999,0,2,0.03,0.009352881642668917
0.12999999999999998,0,2,0.03,0.009352881642668917
0.11999999999999998,0,2,0.03,0.009352881642668917
0.10999999999999999,0,2,0.03,0.009352881642668917
0.09999999999999999,0,2,0.03,0.009352881642668917
0.09,0,2,0.03,0.009352881642668917
0.08,0,2,0.03,0.009352881642668917
0.07,0,2,0.03,0.009352881642668917
0.060000000000000005,0,2,0.03,0.009352881642668917
0.05,0,2,0.03,0.009352881642668917
0.04,0,2,0.03,0.009352881642668917
0.03,0,2,0.03,0.009352881642668917
0.02,0,2,0.03,0.009352881642668917
0.01,0,2,0.03,0.009352881642668917
0,0,2,0.03,0.009352881642668917
0.9900000000000007,0.025,2,0.03,0.010482481899498023
0.9800000000000006,0.025,2,0.03,0.01048510284757777
0.9700000000000006,0.025,2,0.03,0.010487724450976428
0.9600000000000006,0.025,2,0.03,0.01049034670985787
0.9500000000000006,0.025,2,0.03,0.010492969624386
0.9400000000000006,0.025,2,0.03,0.01049559319472472
0.9300000000000006,0.025,2,0.03,0.010498217421038016
0.9200000000000006,0.025,2,0.03,0.010500842303489924
0.9100000000000006,0.025,2,0.03,0.010503467842244459
0.9000000000000006,0.025,2,0.03,0.01050609403746574
0.8900000000000006,0.025,2,0.03,0.010508720889317917
0.8800000000000006,0.025,2,0.03,0.010511348397965137
0.8700000000000006,0.025,2,0.03,0.010513976563571635
0.8600000000000005,0.025,2,0.03,0.01051660538630169
0.8500000000000005,0.025,2,0.03,0.010519234866319567
0.8400000000000005,0.025,2,0.03,0.010521865003789625
0.8300000000000005,0.025,2,0.03,0.010524495798876269
0.8200000000000005,0.025,2,0.03,0.010527127251743885
0.8100000000000005,0.025,2,0.03,0.010529759362556956
0.8000000000000005,0.025,2,0.03,0.010532392131480012
0.7900000000000005,0.025,2,0.03,0.010535025558677559
0.7800000000000005,0.025,2,0.03,0.010537659644314207
0.7700000000000005,0.025,2,0.03,0.010540294388554607
0.7600000000000005,0.025,2,0.03,0.010542929791563389
0.7500000000000004,0.025,2,0.03,0.010545565853505287
0.7400000000000004,0.025,2,0.03,0.010548202574545074
0.7300000000000004,0.025,2,0.03,0.010550839954847506
0.7200000000000004,0.025,2,0.03,0.010553477994577436
0.7100000000000004,0.025,2,0.03,0.010121685989956858
0.7000000000000004,0.025,2,0.03,0.010124216727783405
0.6900000000000004,0.025,2,0.03,0.010126748098373484
0.6800000000000004,0.025,2,0.03,0.010129280101885324
0.6700000000000004,0.025,2,0.03,0.010131812738477191
0.6600000000000004,0.025,2,0.03,0.010134346008307338
0.6500000000000004,0.025,2,0.03,0.010136879911534115
0.6400000000000003,0.025,2,0.03,0.010139414448315908
0.6300000000000003,0.025,2,0.03,0.01014194961881109
0.6200000000000003,0.025,2,0.03,0.010144485423178124
0.6100000000000003,0.025,2,0.03,0.010147021861575503
0.6000000000000003,0.025,2,0.03,0.010149558934161768
0.5900000000000003,0.025,2,0.03,0.010152096641095452
0.5800000000000003,0.025,2,0.03,0.01015463498253518
0.5700000000000003,0.025,2,0.03,0.010157173958639614
0.5600000000000003,0.025,2,0.03,0.010159713569567408
0.5500000000000003,0.025,2,0.03,0.010162253815477302
0.5400000000000003,0.025,2,0.03,0.01016479469652808
0.5300000000000002,0.025,2,0.03,0.010167336212878512
0.5200000000000002,0.025,2,0.03,0.010169878364687463
0.5100000000000002,0.025,2,0.03,0.010172421152113831
0.5000000000000002,0.025,2,0.03,0.010174964575316508
0.49000000000000027,0.025,2,0.03,0.010177508634454472
0.48000000000000026,0.025,2,0.03,0.010180053329686748
0.47000000000000025,0.025,2,0.03,0.010182598661172344
0.46000000000000024,0.025,2,0.03,0.010185144629070357
0.45000000000000023,0.025,2,0.03,0.010187691233539933
0.4400000000000002,0.025,2,0.03,0.010190238474740194
0.4300000000000002,0.025,2,0.03,0.010192786352830364
0.4200000000000002,0.025,2,0.03,0.010195334867969703
0.4100000000000002,0.025,2,0.03,0.010197884020317457
0.4000000000000002,0.025,2,0.03,0.010200433810032964
0.3900000000000002,0.025,2,0.03,0.010202984237275607
0.38000000000000017,0.025,2,0.03,0.010205535302204749
0.37000000000000016,0.025,2,0.03,0.010208087004979851
0.36000000000000015,0.025,2,0.03,0.010210639345760412
0.35000000000000014,0.025,2,0.03,0.009389854545062682
0.34000000000000014,0.025,2,0.03,0.00939220230215635
0.3300000000000001,0.025,2,0.03,0.009394550646262684
0.3200000000000001,0.025,2,0.03,0.009396899577528418
0.3100000000000001,0.025,2,0.03,0.009399249096100378
0.3000000000000001,0.025,2,0.03,0.009401599202125428
0.2900000000000001,0.025,2,0.03,0.009403949895750413
0.2800000000000001,0.025,2,0.03,0.00940630117712227
0.2700000000000001,0.025,2,0.03,0.009408653046387971
0.26000000000000006,0.025,2,0.03,0.009411005503694473
0.25000000000000006,0.025,2,0.03,0.009413358549188823
0.24000000000000007,0.025,2,0.03,0.009415712183018102
0.23000000000000007,0.025,2,0.03,0.009418066405329379
0.22000000000000006,0.025,2,0.03,0.009420421216269808
0.21000000000000005,0.025,2,0.03,0.009422776615986584
