weighting,perspectiveCost,prob
0.9500000000000003,0.075,0.049418502637371686
0.9000000000000002,0.075,0.04960416993085832
0.8500000000000002,0.075,0.04979053478380205
0.8000000000000002,0.075,0.04997759981696168
0.7500000000000001,0.075,0.05016536766094237
0.7000000000000001,0.075,0.05035384095623249
0.65,0.075,0.05054302235324084
0.6,0.075,0.05073291451233398
0.5499999999999999,0.075,0.0509235201038735
0.49999999999999994,0.075,0.05111484180825365
0.44999999999999996,0.075,0.051306882315939106
0.39999999999999997,0.075,0.05149964432750263
0.35,0.075,0.05169313055366321
0.3,0.075,0.05188734371532405
0.25,0.075,0.05208228654361099
0.2,0.075,0.04999544429870729
0.15000000000000002,0.075,0.05018327918512049
0.1,0.075,0.04606925735934235
0.05,0.075,0.04624234140419114
0,0.075,0.046416075732728004
