weighting,perspectiveCost,prob
0.9500000000000003,0.15,0.04887162605016648
0.9000000000000002,0.15,0.04904385848072948
0.8500000000000002,0.15,0.04921351804365626
0.8000000000000002,0.15,0.049380211117789154
0.7500000000000001,0.15,0.049543483646840386
0.7000000000000001,0.15,0.04970280344109252
0.65,0.15,0.04985753548305244
0.6,0.15,0.050006906604028525
0.5499999999999999,0.15,0.050149953552714066
0.49999999999999994,0.15,0.05028544426719107
0.44999999999999996,0.15,0.050411754279988064
0.39999999999999997,0.15,0.05052666468199672
0.35,0.15,0.05062701574624866
0.3,0.15,0.05070807804038281
0.25,0.15,0.0507623268120943
0.2,0.15,0.05077682760816621
0.15000000000000002,0.15,0.05072694595481958
0.1,0.15,0.05055838806880726
0.05,0.15,0.05011996164322223
0,0.15,0.04872669647701352
