weighting,numDatapoints,prob
0.9500000000000003,1,0.049835101506566566
0.9000000000000002,1,0.049973250007991646
0.8500000000000002,1,0.050101137290273566
0.8000000000000002,1,0.05021748004065149
0.7500000000000001,1,0.05032082721727002
0.7000000000000001,1,0.05040952841258467
0.65,1,0.050481694528435136
0.6,1,0.05053514837811614
0.5499999999999999,1,0.05056736191733862
0.49999999999999994,1,0.05057537546571658
0.44999999999999996,1,0.050555692272898904
0.39999999999999997,1,0.0505041387060841
0.35,1,0.050415675493227376
0.3,1,0.05028413760583551
0.25,1,0.05010186719384985
0.2,1,0.04985918098402658
0.15000000000000002,1,0.04954357144030276
0.1,1,0.04913845936007185
0.05,1,0.048621145881558143
0,1,0.04795922629720059
0.9500000000000003,10,0.05044567894693244
0.9000000000000002,10,0.05054576316385981
0.8500000000000002,10,0.05063312895718022
0.8000000000000002,10,0.05070623683551831
0.7500000000000001,10,0.050763347028979965
0.7000000000000001,10,0.05080248193861803
0.65,10,0.050821379542663664
0.6,10,0.050817434976985355
0.5499999999999999,10,0.05078762644899379
0.49999999999999994,10,0.05072842009421901
0.44999999999999996,10,0.05063564606714437
0.39999999999999997,10,0.05050433461106639
0.35,10,0.050328495279518215
0.3,10,0.05010081346135174
0.25,10,0.04981222324601768
0.2,10,0.04945128929476763
0.15000000000000002,10,0.04900328212763979
0.1,10,0.048448737703536776
0.05,10,0.04776109755718856
0,10,0.046902582717818164
0.9500000000000003,100,0.0526631621129615
0.9000000000000002,100,0.05261837391351103
0.8500000000000002,100,0.052552168924927055
0.8000000000000002,100,0.05246214312268081
0.7500000000000001,100,0.052345591773066
0.7000000000000001,100,0.0521994548868286
0.65,100,0.05202025006091105
0.6,100,0.051803988954544834
0.5499999999999999,100,0.05154607225893523
0.49999999999999994,100,0.051241156002092905
0.44999999999999996,100,0.05088297903352082
0.39999999999999997,100,0.05046413697670416
0.35,100,0.0499757808217596
0.3,100,0.049407206875062275
0.25,100,0.04874528567719856
0.2,100,0.047973644290368225
0.15000000000000002,100,0.047071455717728666
0.1,100,0.04601157170894624
0.05,100,0.04475749011822766
0,100,0.04325808677002497
0.9500000000000003,15,0.05076523119859768
0.9000000000000002,15,0.050845080453373145
0.8500000000000002,15,0.05091093519308826
0.8000000000000002,15,0.050961124934947435
0.7500000000000001,15,0.050993762728326786
0.7000000000000001,15,0.051006704726928975
0.65,15,0.050997500075408764
0.6,15,0.05096332814352496
0.5499999999999999,15,0.05090091901692158
0.49999999999999994,15,0.05080645150898078
0.44999999999999996,15,0.050675420501324224
