weighting,perspectiveCost,prob
0.9500000000000003,0.05,0.05000327978726175
0.9000000000000002,0.05,0.05012844437727754
0.8500000000000002,0.05,0.050253922270233856
0.8000000000000002,0.05,0.05037971425036796
0.7500000000000001,0.05,0.05050582110388012
0.7000000000000001,0.05,0.05063224361893861
0.65,0.05,0.050758982585684516
0.6,0.05,0.050886038796236814
0.5499999999999999,0.05,0.051013413044697226
0.49999999999999994,0.05,0.051141106127155236
0.44999999999999996,0.05,0.05126911884169301
0.39999999999999997,0.05,0.051397451988390436
0.35,0.05,0.0515261063693301
0.3,0.05,0.05165508278860233
0.25,0.05,0.051784382052310104
0.2,0.05,0.0496473782710968
0.15000000000000002,0.05,0.049771651994202526
0.1,0.05,0.04563429679997858
0.05,0.05,0.04574852526806965
0,0.05,0.04586303966459257
